rank,username,name,repo_description,avatar_url,profile_url,popular_repo,language,time_period,scraped_at
13,baconpaul,Paul,"Airwindows, Consolidated into a single Library, Rack Plugin and DAW Plugin",https://avatars.githubusercontent.com/u/13387561?s=96&v=4,https://github.com/baconpaul,airwin2rack,c++,monthly,2025-07-04T09:21:29.397400
14,liyunfan1223,Yunfan Li,AzerothCore Playerbots Module,https://avatars.githubusercontent.com/u/56597220?s=96&v=4,https://github.com/liyunfan1223,mod-playerbots,c++,monthly,2025-07-04T09:21:29.398168
15,lballabio,Luigi Ballabio,The QuantLib C++ library,https://avatars.githubusercontent.com/u/170560?s=96&v=4,https://github.com/lballabio,QuantLib,c++,monthly,2025-07-04T09:21:29.398871
16,wangyu-,Yancey Wang,"A Tunnel which Turns UDP Traffic into Encrypted UDP/FakeTCP/ICMP Traffic by using Raw Socket,helps you Bypass UDP FireWalls(or Unstable U…",https://avatars.githubusercontent.com/u/4922024?s=96&v=4,https://github.com/wangyu-,udp2raw,c++,monthly,2025-07-04T09:21:29.399578
17,stephenberry,Stephen Berry,"Extremely fast, in memory, JSON and reflection library for modern C++",https://avatars.githubusercontent.com/u/7396228?s=96&v=4,https://github.com/stephenberry,glaze,c++,monthly,2025-07-04T09:21:29.400226
18,royshil,Roy Shilkrot,"An OBS plugin for removing background in portrait images (video), making it easy to replace the background when recording or streaming.",https://avatars.githubusercontent.com/u/441170?s=96&v=4,https://github.com/royshil,obs-backgroundremoval,c++,monthly,2025-07-04T09:21:29.400888
19,nbolton,Nick Bolton,"Open source since 2001, share one mouse and keyboard between many vintage computers (Win 9x, Mac OS X, Linux)",https://avatars.githubusercontent.com/u/313427?s=96&v=4,https://github.com/nbolton,synergy-vintage,c++,monthly,2025-07-04T09:21:29.401671
20,AlexandreRouma,AlexandreRouma,Cross-Platform SDR Software,https://avatars.githubusercontent.com/u/17126412?s=96&v=4,https://github.com/AlexandreRouma,SDRPlusPlus,c++,monthly,2025-07-04T09:21:29.402315
21,,sewenew,Redis client written in C++,https://avatars.githubusercontent.com/u/11364737?s=96&v=4,https://github.com/sewenew,redis-plus-plus,c++,monthly,2025-07-04T09:21:29.402991
22,wjakob,Wenzel Jakob,Interactive field-aligned mesh generator,https://avatars.githubusercontent.com/u/1203629?s=96&v=4,https://github.com/wjakob,instant-meshes,c++,monthly,2025-07-04T09:21:29.403684
23,pschatzmann,Phil Schatzmann,"A Simple ESP32 Bluetooth A2DP Library (to implement a Music Receiver or Sender) that supports Arduino, PlatformIO and Espressif IDF",https://avatars.githubusercontent.com/u/2078916?s=96&v=4,https://github.com/pschatzmann,ESP32-A2DP,c++,monthly,2025-07-04T09:21:29.404340
24,adamziel,Adam Zieliński,,https://avatars.githubusercontent.com/u/205419?s=96&v=4,https://github.com/adamziel,php-wasmtime,c++,monthly,2025-07-04T09:21:29.404992
25,romange,Roman Gershman,A modern framework for backend development based on io_uring Linux interface,https://avatars.githubusercontent.com/u/3674760?s=96&v=4,https://github.com/romange,helio,c++,monthly,2025-07-04T09:21:29.405698
